config,removed_id,library_name,model_type,model_name,k,verified
ibm-granite/granite-embedding-125m-english,,,,,,
avsolatorio/GIST-large-Embedding-v0,,,,,,
ibm-granite/granite-embedding-125m-english,,,,,,
w601sxs/b1ade-embed,,,,,,
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,1.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,1.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,1.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,nodoc,w601sxs/b1ade-embed,1.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name_nodoc,weighted,1.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,3.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,3.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,3.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,nodoc,w601sxs/b1ade-embed,3.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name_nodoc,weighted,3.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,5.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,5.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,5.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,nodoc,w601sxs/b1ade-embed,5.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name_nodoc,weighted,5.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,7.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,7.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,7.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,nodoc,w601sxs/b1ade-embed,7.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name_nodoc,weighted,7.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,10.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,10.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,10.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,nodoc,w601sxs/b1ade-embed,10.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name_nodoc,weighted,10.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,15.0,False
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,15.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,15.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,nodoc,w601sxs/b1ade-embed,15.0,True
,f7320d5234ebd033ffee5f553ecabb6e59f9eed55cdbbd7e56042cb036936cc9,sqlalchemy,name_nodoc,weighted,15.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,1.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,1.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,1.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,nodoc,w601sxs/b1ade-embed,1.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name_nodoc,weighted,1.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,3.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,3.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,3.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,nodoc,w601sxs/b1ade-embed,3.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name_nodoc,weighted,3.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,5.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,5.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,5.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,nodoc,w601sxs/b1ade-embed,5.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name_nodoc,weighted,5.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,7.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,7.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,7.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,nodoc,w601sxs/b1ade-embed,7.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name_nodoc,weighted,7.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,10.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,10.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,10.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,nodoc,w601sxs/b1ade-embed,10.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name_nodoc,weighted,10.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,15.0,False
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,15.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,15.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,nodoc,w601sxs/b1ade-embed,15.0,True
,c7ec57064110e8f91896bbf5bfd32ba9003fa1ace34da8e81bdecdd03cc27b0b,sqlalchemy,name_nodoc,weighted,15.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,1.0,False
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,1.0,False
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,1.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,nodoc,w601sxs/b1ade-embed,1.0,False
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name_nodoc,weighted,1.0,False
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,3.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,3.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,3.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,nodoc,w601sxs/b1ade-embed,3.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name_nodoc,weighted,3.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,5.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,5.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,5.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,nodoc,w601sxs/b1ade-embed,5.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name_nodoc,weighted,5.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,7.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,7.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,7.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,nodoc,w601sxs/b1ade-embed,7.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name_nodoc,weighted,7.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,10.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,10.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,10.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,nodoc,w601sxs/b1ade-embed,10.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name_nodoc,weighted,10.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,15.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,15.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,15.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,nodoc,w601sxs/b1ade-embed,15.0,True
,4d229b9385f04ca9b2ec613034b600352976eb8548852e4ff012e0cc3788866e,sqlalchemy,name_nodoc,weighted,15.0,True
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,1.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,1.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,1.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,nodoc,w601sxs/b1ade-embed,1.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name_nodoc,weighted,1.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,3.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,3.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,3.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,nodoc,w601sxs/b1ade-embed,3.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name_nodoc,weighted,3.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,5.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,5.0,True
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,5.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,nodoc,w601sxs/b1ade-embed,5.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name_nodoc,weighted,5.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,7.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,7.0,True
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,7.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,nodoc,w601sxs/b1ade-embed,7.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name_nodoc,weighted,7.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,10.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,10.0,True
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,10.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,nodoc,w601sxs/b1ade-embed,10.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name_nodoc,weighted,10.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,15.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,15.0,True
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,15.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,nodoc,w601sxs/b1ade-embed,15.0,False
,82f99837641397d327399061c864db756a254d464bed7c83b9a022179948389b,sqlalchemy,name_nodoc,weighted,15.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,1.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,1.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,1.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,nodoc,w601sxs/b1ade-embed,1.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name_nodoc,weighted,1.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,3.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,3.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,3.0,True
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,nodoc,w601sxs/b1ade-embed,3.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name_nodoc,weighted,3.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,5.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,5.0,True
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,5.0,True
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,nodoc,w601sxs/b1ade-embed,5.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name_nodoc,weighted,5.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,7.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,7.0,True
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,7.0,True
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,nodoc,w601sxs/b1ade-embed,7.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name_nodoc,weighted,7.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,10.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,10.0,True
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,10.0,True
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,nodoc,w601sxs/b1ade-embed,10.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name_nodoc,weighted,10.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,15.0,False
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,15.0,True
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,15.0,True
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,nodoc,w601sxs/b1ade-embed,15.0,True
,a0f66a1aebba3e5bd3b25f7bfbfe1fc0f5b079e36c6ac9209f8f10f9c5d65aff,sqlalchemy,name_nodoc,weighted,15.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,1.0,False
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,1.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,1.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,nodoc,w601sxs/b1ade-embed,1.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,name_nodoc,weighted,1.0,False
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,3.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,3.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,3.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,nodoc,w601sxs/b1ade-embed,3.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,name_nodoc,weighted,3.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,5.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,5.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,5.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,nodoc,w601sxs/b1ade-embed,5.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,name_nodoc,weighted,5.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,7.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,7.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,7.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,nodoc,w601sxs/b1ade-embed,7.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,name_nodoc,weighted,7.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,10.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,10.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,10.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,nodoc,w601sxs/b1ade-embed,10.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,name_nodoc,weighted,10.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,name,ibm-granite/granite-embedding-125m-english,15.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,code,avsolatorio/GIST-large-Embedding-v0,15.0,True
,b90fd8364bb1c196624fd4295139d0e1317e0a551206816c5cfc2b18f8e20e5f,sqlalchemy,docstring,ibm-granite/granite-embedding-125m-english,15.0,True
